,nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr,user_name,sample_date,age_range,pronunciation,gender
896,79,180.04746835443038,-0.2631797528525227,-1.3494140406469712,190.0,260.0,74.23354222357389,45.0,275.0,112.5,260.0,147.5,SohumB,20100821,Adult,Australian,Male
897,107,166.67905692438404,-0.24718284556116102,-1.4067919228609533,190.0,260.0,80.46344361019263,40.0,270.0,95.0,255.0,160.0,SohumB,20100821,Adult,Australian,Male
898,59,165.3760676609335,-0.3993172941179453,-0.4871406921222161,165.0,165.0,69.63482747276882,25.0,275.0,145.0,235.00000000000003,90.00000000000003,Sombra,20081221,Youth,Other,Male
899,89,148.33600856072766,0.24155736982863665,0.7797791322040895,135.0,130.0,51.49738146812773,28.57142857142857,275.0,130.0,175.00000000000003,45.00000000000003,Spacefish,20120206,Adult,European,Male
900,45,134.5237166991553,2.916029219435206,9.98973617576493,125.0,125.0,30.388764221590648,93.56725146198829,275.0,120.0,145.0,25.0,Splitlocked,20121029,Adult,European,Male
901,48,141.97916666666666,2.6544696887560812,5.763443906906836,130.0,125.0,40.47555310685149,115.0,275.0,123.75,140.0,16.25,Splitlocked,20121029,Adult,European,Male
908,82,111.68118466898954,-1.4338771268100723,2.3338460130876193,115.0,100.0,29.557120027849646,22.857142857142858,165.0,100.0,135.0,35.0,Steltek,20090509,Adult,European,Male
909,63,115.52154195011339,0.0895234339527631,2.633642724990045,115.0,90.0,38.82156366585092,22.857142857142858,260.0,100.0,135.0,35.0,Steltek,20090509,Adult,European,Male
910,97,114.18262150220913,0.1144199797727304,2.5230705188091394,110.0,100.0,39.61682525606612,22.857142857142858,270.0,100.0,135.0,35.0,Steltek,20090509,Adult,European,Male
911,74,117.16216216216216,0.8648528043622352,7.131316058699289,115.0,130.0,33.197617558211476,25.0,275.0,105.0,130.0,25.0,Steltek,20090509,Adult,European,Male
912,59,121.88135593220339,2.1347809801140056,7.036515725461626,110.0,110.0,38.15494047836021,25.0,275.0,102.5,130.0,27.5,Steltek,20090509,Adult,European,Male
913,91,129.94034536891678,1.4601081492903696,3.2871651786025415,120.0,110.0,45.051061538470115,28.57142857142857,275.0,107.5,140.0,32.5,Steltek,20090509,Adult,European,Male
914,56,119.01785714285714,0.6863622870176771,1.79513430161742,110.0,105.0,28.8997596822859,30.0,200.0,105.0,130.0,25.0,Steltek,20090509,Adult,European,Male
915,85,122.0,0.9067311237319643,0.497242957317904,120.0,120.0,20.017639280218365,90.0,180.0,105.0,130.0,25.0,Steltek,20090509,Adult,European,Male
916,109,130.48492791612057,0.865660012329642,2.6748957414832732,120.0,115.0,41.34339333415841,25.0,270.0,110.0,145.0,35.0,Steltek,20090509,Adult,European,Male
917,105,95.23809523809524,-0.8325815015357905,-0.632165324266194,105.0,105.0,38.91003636216773,25.0,160.0,95.0,120.0,25.0,Steltek,20090509,Adult,European,Male
918,92,127.8804347826087,2.205136488184114,6.8095272819234225,115.0,115.0,29.99305803424764,90.0,270.0,110.0,140.0,30.0,Steltek,20090509,Adult,European,Male
919,89,115.05885500267523,0.6637963813893363,3.41521110993986,110.0,95.0,41.97676824696028,25.0,270.0,95.0,130.0,35.0,Steltek,20090509,Adult,European,Male
920,65,119.32234432234432,0.9018832642998557,3.5844134684097915,115.0,130.0,43.08367543200744,25.0,270.0,100.0,135.0,35.0,Steltek,20090509,Adult,European,Male
921,81,119.32098765432099,-0.2004734568665829,2.8457102733442605,120.0,105.0,36.16451680263057,25.0,255.0,105.0,135.0,30.0,Steltek,20090530,Adult,European,Male
922,87,118.62068965517241,0.7419728722257772,7.832268594060373,115.0,110.0,29.987446177692554,25.0,270.0,105.0,130.0,25.0,Steltek,20090530,Adult,European,Male
923,93,114.03225806451613,-0.48910758552939204,3.4743242777406182,115.0,110.0,35.16671557237691,25.0,255.0,105.0,135.0,30.0,Steltek,20090530,Adult,European,Male
924,55,190.36969696969697,-0.30469397212266947,-1.1032659200193091,200.0,120.0,53.14176476684262,95.0,275.0,132.5,227.5,95.0,Sterna,20110105,Adult,European,Male
925,73,189.5205479452055,-0.4756623899111358,-0.47964735373233935,195.0,190.0,51.6718066761673,70.0,275.0,160.0,230.0,70.0,Sterna,20110105,Adult,European,Male
926,99,193.95863395863392,-0.19390571660773012,-1.3036198043877647,200.0,120.0,56.6706841500773,95.0,275.0,120.0,252.5,132.5,Sterna,20110105,Adult,European,Male
927,75,226.73333333333332,-0.35011226141011015,-0.5257087775742151,220.0,265.0,35.98604667861636,120.0,275.0,197.5,265.0,67.5,Sterna,20110106,Adult,European,Male
928,11,184.24242424242425,-0.697780172519912,-1.2965881085893507,230.0,40.0,89.84656853186621,40.0,270.0,100.83333333333334,252.5,151.66666666666666,StuartDundas,20110201,Adult,American,Male
929,12,156.94444444444446,-0.1774215699514892,-1.578438556337066,152.5,40.0,83.12148999365587,40.0,250.0,66.66666666666667,245.0,178.33333333333331,StuartDundas,20110201,Adult,American,Male
930,20,221.25,-2.3831626923833604,5.808799605135549,240.0,215.0,50.1715806009737,40.0,270.0,215.0,250.0,35.0,StuartDundas,20110201,Adult,American,Male
931,11,220.9090909090909,-1.8738176677256628,2.722210948088728,240.0,250.0,50.39923257975363,80.0,270.0,215.0,250.0,35.0,StuartDundas,20110201,Adult,American,Male
933,108,157.75925925925927,2.2437240198690525,4.191436997145956,150.0,140.0,32.148633508880906,120.0,270.0,140.0,160.0,20.0,Sundar,20130423,Adult,Indian,Male
934,75,146.86666666666667,0.4093681038247806,-0.07240701079846312,135.0,140.0,49.76460143069123,40.0,275.0,120.0,175.00000000000003,55.00000000000003,Superkoop,20131103,Adult,American,Male
935,62,146.41705069124424,-0.5953087097836114,1.1486517143571824,145.0,140.0,47.915311635521014,22.857142857142858,240.0,135.0,163.75,28.75,Sven,20140831,Adult,American,Male
936,63,133.17460317460316,-0.11433241581009973,-0.4747356717676712,140.0,140.0,60.55498345857198,25.0,260.0,105.0,160.0,55.0,Sven,20140831,Adult,American,Male
937,52,103.97435897435898,-0.7826603952502525,4.514129337803455,105.0,100.0,24.214483741754325,25.0,185.0,100.0,115.0,15.0,TJS,20090115,Adult,Other,Male
938,59,207.6271186440678,-0.38805903444807055,-0.9841494137125304,220.0,220.0,39.19049448271204,135.0,275.0,180.0,235.00000000000003,55.00000000000003,TLC,20091027,Adult,American,Female
939,41,153.17073170731706,0.903760344183737,-0.6099175590094505,130.0,110.0,53.57643386152407,95.0,265.0,115.0,190.0,75.0,Tamashii,20090303,Adult,Other,Male
940,135,174.73544973544972,0.32683085393822536,-0.7077234069835701,175.00000000000003,175.00000000000003,49.92229341435154,80.0,270.0,135.0,200.0,65.0,TamerTimo,20170702,Adult,American,Male
941,107,135.2202937249666,-1.2295703098943773,3.0881923753058595,145.0,140.0,40.98915381708201,25.0,275.0,132.5,155.0,22.5,Tebbra,20090423,Adult,American,Male
942,78,147.5,-0.5939631884917705,2.4766569494462525,145.0,145.0,47.45274302411632,25.0,270.0,140.0,160.0,20.0,Tebbra,20090423,Adult,American,Male
951,49,154.69387755102042,-0.15580370288366377,-0.9710797817354266,160.0,105.0,65.65531642419003,25.0,265.0,105.0,210.0,105.0,Tecwolf,20081028,Adult,Other,Male
952,113,120.4677623261694,-0.7455661269228845,1.7158719121829042,130.0,125.0,41.8342716464951,22.857142857142858,250.0,120.0,135.0,15.0,TemaSM,20150227,Youth,European,Male
953,180,111.65,-1.2728867353470614,0.26953148280610684,125.0,120.0,40.924656382186036,25.0,180.0,120.0,130.0,10.0,TemaSM,20150227,Youth,European,Male
954,111,114.95495495495496,-1.3380162796988884,0.8932961811765932,125.0,130.0,39.8222146766692,25.0,210.0,120.0,135.0,15.0,TemaSM,20150227,Youth,Australian,Male
955,119,126.97478991596638,-0.7689096376294924,3.086013763178487,130.0,130.0,34.932218204021105,25.0,230.0,125.0,140.0,15.0,TemaSM,20150227,Youth,European,Male
956,39,102.17948717948718,0.5037195419536433,3.7421571965882654,105.0,100.0,36.12291821337025,25.0,220.0,97.5,110.0,12.5,Terminus,20091217,Adult,Other,Male
958,38,192.0212572567143,-2.1068022273755638,3.29312615002822,210.0,210.0,58.3362673368561,22.75960170697013,250.0,195.0,220.0,25.0,ThatsJamesForYou,20081029,Youth,Australian,Male
959,19,246.31578947368422,-1.6137412557499462,2.372682515398928,245.0,245.0,12.961695111605001,210.0,265.0,245.0,255.0,10.0,TheLorax,20100908,Adult,American,Male
961,22,228.86363636363637,0.6620604475851637,-1.0878834192239304,215.0,210.0,23.10705412667792,205.00000000000003,275.0,210.0,250.0,40.0,TheLorax,20100908,Adult,American,Male
962,30,170.66666666666666,-0.923421039731542,0.09213900712043221,180.0,180.0,69.3028779264533,25.0,270.0,165.0,215.0,50.0,TheRedRose,20080621,Adult,European,Female
963,205,210.41463414634146,-1.3567038202115052,3.3378803526654597,215.0,220.0,28.752827643466258,120.0,275.0,200.0,220.0,20.0,Thiago,20100922,Adult,Other,Male
967,162,101.6358024691358,-0.6146765703456993,3.2056513311545807,105.0,100.0,24.825503655786136,25.0,200.0,90.0,115.0,25.0,ThomasSeilundDenmark,20090213,Adult,Other,Male
968,60,76.0873015873016,1.2643299168713065,0.1831954037670429,30.0,25.0,75.19095578054409,25.0,265.0,25.0,122.5,97.5,Thuban,20120601,Adult,American,Male
969,45,142.40601100356648,0.5860080974873008,-0.8797995164696286,105.0,105.0,77.09654009567426,25.0,275.0,100.0,195.0,95.0,Tim,20090509,Adult,Other,Male
970,132,211.57828282828285,-0.40547949646425807,-1.1430759147797012,207.5,205.00000000000003,43.679326945805,110.0,275.0,174.58333333333337,250.0,75.41666666666663,Tim018,20120503,Adult,American,Male
971,180,224.3489417989418,-1.214740498688071,0.02642589288939501,270.0,270.0,68.4541514066983,25.0,272.0,195.0,270.0,75.0,TimS,20100201,Adult,Australian,Male
972,171,221.77387914230022,-1.112917542384415,0.15784259005855894,270.0,270.0,65.63390753281172,25.0,272.0,182.5,270.0,87.5,TimS,20100201,Adult,Australian,Male
973,139,161.11682082905105,0.2527702584614683,-1.140391794923385,140.0,270.0,69.96704395890399,25.0,270.0,102.5,222.5,120.0,TimS,20100202,Adult,Australian,Male
974,135,176.2962962962963,-0.3620886317511546,-0.7957721280471999,195.0,270.0,67.99499699178028,25.0,270.0,130.0,225.0,95.0,TimS,20100202,Adult,Australian,Male
975,152,165.6359649122807,0.21053397566416876,-1.2420461567701422,140.0,270.0,67.26402716013916,25.0,275.0,103.75,225.0,121.25,TimS,20100202,Adult,Australian,Male
976,178,223.32771535580522,-0.9247364772628204,-0.7041366402535418,270.0,270.0,61.747375817709134,85.0,275.0,182.5,270.0,87.5,TimS,20100202,Adult,Australian,Male
977,126,158.34656084656083,0.40529438079680585,-1.3030690492836283,135.0,225.0,65.96405414155126,35.0,275.0,100.0,225.0,125.0,TimS,20100202,Adult,Australian,Male
978,128,180.83705357142856,-0.2903429221871316,-1.0490811250312089,195.0,270.0,72.330087079519,25.0,270.0,127.5,257.5,130.0,TimS,20100202,Adult,Australian,Male
979,15,240.66666666666666,-2.122882192868246,4.675192829617322,245.0,230.0,29.37497044915771,145.0,270.0,230.0,260.0,30.0,Timsage,20080612,Youth,American,Male
980,36,225.97222222222223,-1.540911000342199,0.9494509029832043,240.0,245.0,41.91292966185382,120.0,265.0,233.75000000000003,245.0,11.249999999999972,Timsage,20080612,Youth,American,Male
986,225,169.7940740740741,-0.24476557222147688,-1.361589257198236,200.0,220.0,55.40658751621547,35.0,275.0,115.0,220.0,105.0,TomM,20120224,Adult,American,Male
987,224,161.28635204081633,0.07258994567874347,-1.5350327120103353,135.0,220.0,54.84375749776573,30.0,265.0,115.0,220.0,105.0,TomM,20120224,Adult,American,Male
991,13,90.38461538461539,0.6785183176324746,0.6721619141268333,100.0,100.0,53.903815280322675,25.0,225.0,25.0,115.0,90.0,TonyV,20120504,Adult,Australian,Male
992,258,107.04560193365036,-3.52433935341506,14.476785731021312,110.0,110.0,16.455563459917485,25.0,140.0,105.0,115.0,10.0,Toyo,20080229,Adult,European,Male
993,258,107.04560193365036,-3.52433935341506,14.476785731021312,110.0,110.0,16.455563459917485,25.0,140.0,105.0,115.0,10.0,Toyo,20080229,Adult,European,Male
994,47,138.27659574468086,0.22726444100269827,-1.0199956862985153,120.0,110.0,77.4996780028066,24.0,275.0,110.0,227.5,117.5,Traktion,20100921,Adult,British,Male
995,52,154.51923076923077,0.019907345891916246,-0.9087102205747453,125.0,115.0,64.69053265194916,25.0,265.0,115.0,221.25,106.25,Traktion,20100921,Adult,British,Male
996,36,125.97222222222223,0.4238393911469206,0.12243678817008119,125.0,125.0,62.47020894932911,25.0,260.0,115.0,136.25,21.25,Traktion,20100921,Adult,British,Male
997,68,130.83333333333334,-0.2934401267327658,-1.0747606195068626,120.0,25.0,61.907650492830726,25.0,220.0,90.0,185.0,95.0,TrueJournals,20120611,Adult,American,Male
998,134,111.82835820895522,1.6373723966109193,10.856021652832528,110.0,105.0,18.990777855927305,40.0,230.0,100.0,120.0,20.0,UKYorkshireTyke,20120423,Adult,British,Male
999,113,124.66191536812734,1.0392793123059967,0.7573894265287358,105.0,105.0,52.53203981567362,25.0,275.0,95.0,140.0,45.0,V,20080316,Adult,European,Male
1000,91,147.92570091780036,0.3398460298378104,-1.259171381014129,120.0,95.0,67.14061975569744,35.0,270.0,95.0,212.5,117.5,V,20080316,Adult,European,Male
1001,98,148.70045292294094,0.42896460141784987,-1.069335886157315,115.0,110.0,59.544512917831995,25.0,265.0,105.0,210.0,105.0,V,20080318,Adult,European,Male
1002,42,156.54761904761904,0.709632370862546,2.4351350481573526,145.0,140.0,41.99614629766493,30.0,275.0,136.25,158.75,22.5,Velvet,20131027,Adult,American,Female
1003,58,143.79310344827587,-0.5441658893976667,5.482565840695635,145.0,145.0,37.54664162432055,25.0,265.0,135.0,155.0,20.0,Velvet,20131027,Adult,American,Female
1004,374,135.84453781512605,2.275624505236794,6.58458867049376,125.0,125.0,23.541813106169997,100.0,270.0,125.0,135.0,10.0,VenkyVaddineni,20100923,Adult,Indian,Male
1005,34,240.88235294117646,-1.9623876495886035,2.4623057882327632,260.0,260.0,47.88882020206826,110.0,275.0,246.25,268.75,22.5,Vineeth,20130126,Adult,Indian,Male
1007,14,236.42857142857142,-1.755064057372404,1.5881599869245555,265.0,265.0,50.26460595931194,105.0,265.0,227.5,265.0,37.5,Vladimir,20150717,Adult,European,Male
1008,95,127.52631578947368,0.6381531370134386,4.205576108779403,120.0,120.0,34.42668552010601,25.0,255.0,110.0,135.0,25.0,Vortex,20130109,Adult,American,Male
1009,127,127.40157480314959,0.9182582422844167,-0.4297503118237458,115.0,90.0,42.03623688995248,40.0,215.0,90.0,142.5,52.5,Willem,20130325,Adult,European,Male
1012,188,163.03191489361703,0.06125328813982472,-1.2295962733458874,140.0,120.0,51.844787203372434,45.0,265.0,120.0,225.0,105.0,Xqua,20131112,Youth,European,Male
1013,142,126.58450704225352,5.496291212110425,43.62232741909383,120.0,120.0,16.512582892178838,120.0,275.0,120.0,120.0,0.0,Yoyoma31314,20100327,Youth,American,Male
1014,187,132.81664429368652,0.5645930620470982,0.014140134861328146,140.0,145.0,35.61643096862376,80.0,235.00000000000003,105.0,150.0,45.0,Zarfan,20090915,Adult,Other,Male
1015,183,110.35649232370544,0.6067619841850221,-1.1452214508188738,100.0,25.0,85.10116198186358,25.0,275.0,30.0,217.5,187.5,ZhanZongru,20091219,Adult,Other,Male
1016,171,124.18128654970761,-1.6432418532171376,6.448938964872365,125.0,130.0,23.48763269409797,25.0,185.0,115.0,135.0,20.0,ZoffixZnet,20120613,Adult,Other,Male
1017,190,125.48245614035088,-1.1186717260033998,4.457103202963763,130.0,120.0,27.584818412178677,25.0,220.0,115.0,140.0,25.0,ZoffixZnet,20120613,Adult,Other,Male
1018,151,126.9205298013245,0.2286672936981017,7.654588363940029,125.0,135.0,27.221564099757224,25.0,255.0,115.0,140.0,25.0,ZoffixZnet,20120613,Adult,Other,Male
1019,29,125.34482758620689,0.5262312518821067,-0.7212551418540412,125.0,115.0,12.242593431777056,105.0,150.0,115.0,135.0,20.0,ZoffixZnet,20120624,Adult,Other,Male
1020,109,187.8453473132372,0.45601236769818804,-1.1559742920546616,180.0,145.0,40.659012069593246,135.0,275.0,150.0,225.0,75.0,Zormion,20150117,Youth,Other,Male
1021,113,170.448798988622,0.05272060064521225,-1.1261152912661818,145.0,120.0,65.94441063725823,35.0,270.0,120.0,245.0,125.0,Zorthius,20100820,Youth,American,Male
1022,153,118.97759103641457,0.24859169029046813,-0.39500425476190015,120.0,30.0,60.89872927078694,28.57142857142857,260.0,95.0,140.0,45.0,,20170306,Adult,American,Male
1023,89,154.18940609951846,-0.8178708372923398,0.8944186171342126,165.0,165.0,39.98641006978119,22.857142857142858,255.0,135.0,175.00000000000003,40.00000000000003,,20100822,Adult,American,Male
1024,202,182.16760961810468,-0.8985502820483743,0.1171251953441157,190.0,215.0,40.60911147913547,80.0,266.6666666666667,170.0,215.0,45.0,aaa,20150128,Youth,Other,Male
1025,94,102.6063829787234,0.7170291313798544,2.313644670359503,100.0,90.0,35.043504295377424,25.0,210.0,90.0,115.0,25.0,aahz,20100418,Adult,American,Male
1026,72,216.32275132275132,-2.039597860625062,3.0297213850276448,230.0,230.0,33.90024550634798,105.0,265.0,225.0,230.0,5.0,abc,20091120,Youth,Indian,Female
1027,313,125.99802221207973,1.8043206483904701,1.4755163626421233,100.0,100.0,54.07398116661127,45.714285714285715,270.0,100.0,115.0,15.0,abdelrahman,20100816,Adult,Other,Male
1028,145,154.35632183908044,1.2141559126129606,0.23995024948549748,130.0,130.0,52.89010735669699,66.66666666666667,275.0,125.0,160.0,35.0,abhishek,20120110,Adult,Indian,Male
1029,81,110.09700176366843,-1.4907777199577752,3.0775210639342943,110.0,110.0,27.24332864180252,22.857142857142858,165.0,105.0,125.0,20.0,ablackball,20121113,Senior,American,Male
1030,94,96.89209726443768,0.38504530478709775,1.755747887531383,110.0,125.0,45.26957747152947,25.0,260.0,51.25,125.0,73.75,ablackball,20121113,Senior,American,Male
1031,53,163.0943396226415,-0.1835549061623885,0.1085844199377144,150.0,125.0,53.43635401320228,24.0,270.0,130.0,200.0,70.0,ackermann,20101216,Adult,Other,Male
1032,118,141.77966101694915,0.23325675835078896,-0.8028523719519574,125.0,105.0,70.26440808797074,25.0,275.0,105.0,213.75,108.75,ada,20090105,Youth,Indian,Male
1033,166,110.46471600688467,0.9745955297089224,0.38836252483497935,95.0,90.0,58.746739624093394,25.0,275.0,80.0,123.75,43.75,adamvan2000,20090911,Adult,Other,Male
1034,84,222.91666666666666,-0.8434613509902469,-0.28684590461720694,232.5,260.0,44.80917431926863,120.0,275.0,198.75,260.0,61.25,adgar,20091227,Adult,American,Male
1035,62,203.11827956989245,-0.4299426420745345,-0.5342786433439302,200.0,175.00000000000003,49.188289277612014,95.0,275.0,175.00000000000003,243.75,68.74999999999997,adubra,20090703,Adult,Other,Male
1036,74,131.82432432432432,6.497271606112119,47.43265043969613,130.0,130.0,17.69818902638721,115.0,270.0,125.0,135.0,10.0,ae,20100821,Youth,European,Male
1037,81,128.5185185185185,1.2524232846966752,2.9506946687329956,130.0,130.0,6.452315329697906,115.0,150.0,125.0,130.0,5.0,ae,20100821,Youth,European,Male
1038,111,170.30030030030034,0.4556118051576998,-1.4432644506141339,135.0,135.0,41.74329182422287,120.0,265.0,135.0,215.0,80.0,aglehg,20130430,Adult,Other,Female
1039,141,166.6569928996705,0.14178485093555385,-0.17531060728352577,165.0,180.0,44.06327132158175,85.0,260.0,145.0,185.0,40.0,ahbigalex10,20090529,Adult,American,Male
1040,131,67.17848055252635,1.025192906679004,-0.5781727575787139,25.0,25.0,62.1998668439826,24.0,230.0,25.0,145.0,120.0,aiden11,20111102,Youth,Other,Male
1041,79,207.48446409363635,-1.8211528550758689,6.7904999459852835,210.0,185.0,37.491343216827985,43.24324324324324,270.0,187.5,230.0,42.5,aileen,20080831,Adult,American,Female
1042,33,213.4848484848485,0.587254099822074,-0.590433995510812,205.00000000000003,185.0,26.727719366844614,170.0,270.0,190.0,230.0,40.0,aileen,20080831,Adult,American,Female
1043,72,204.2328660436137,-1.705135076059174,4.9216899638612475,205.00000000000003,205.00000000000003,43.81042345672827,35.0,275.0,185.0,230.0,45.0,aileen,20080831,Adult,American,Female
1044,93,206.5832996400968,-0.8572093853763385,3.5889165725334404,205.00000000000003,205.00000000000003,36.136421613957665,44.98594189315839,275.0,185.0,230.0,45.0,aileen,20080831,Adult,American,Female
1045,87,212.27865796831315,-1.0057829981593234,3.892102037676562,210.0,170.0,35.5225502893474,43.24324324324324,270.0,187.5,237.5,50.0,aileen,20080831,Adult,American,Female
1046,31,223.8709677419355,0.16854067834262781,-0.9531699116920511,220.0,215.0,24.583946946138898,180.0,270.0,205.00000000000003,245.0,39.99999999999997,aileen,20080831,Adult,American,Female
1047,413,156.30750605326875,0.8797822611733281,-1.0719537305195206,120.0,120.0,57.507636017469544,70.0,275.0,120.0,235.00000000000003,115.00000000000003,ajforesto4Christ,20120313,Adult,American,Female
1048,262,131.735368956743,0.6550117466083551,-1.08144704189064,105.0,90.0,49.97819231901304,70.0,250.0,90.0,180.0,90.0,ajt13a,20140328,Adult,American,Male
1049,119,97.3469387755102,0.894011311523283,1.612081528791208,110.0,115.0,56.037259364834995,25.0,270.0,37.5,120.0,82.5,akhansson,20120423,Youth,European,Male
1050,107,118.17757009345794,1.1509815822447347,7.154592352767029,115.0,115.0,35.71952346703938,25.0,270.0,110.0,125.0,15.0,akhansson,20120423,Youth,European,Male
1051,97,96.1340206185567,-0.8913341217025449,-0.6022061318454339,110.0,110.0,39.20935846263135,25.0,165.0,95.0,120.0,25.0,akhansson,20120423,Youth,European,Male
1052,127,101.49606299212599,0.7722894524560082,3.119977056860476,105.0,100.0,45.37817887882056,25.0,270.0,95.0,115.0,20.0,akhansson,20120423,Youth,European,Male
1053,97,112.16494845360825,1.244465975757478,9.317215351665203,110.0,110.0,32.7431996283894,25.0,270.0,100.0,125.0,25.0,akhansson,20120423,Youth,European,Male
1054,99,107.62626262626263,0.9906722424111088,1.6819232612752693,110.0,110.0,57.627081501631444,25.0,270.0,97.5,120.0,22.5,akhansson,20120423,Youth,European,Male
1055,108,117.96296296296296,0.8225163098213302,5.671625570974138,120.0,115.0,39.44074926179727,25.0,270.0,110.0,125.0,15.0,akhansson,20120423,Youth,European,Male
1056,84,102.26190476190476,0.8547703864051179,2.0115914892797635,110.0,105.0,51.67667776611912,25.0,265.0,98.75,115.0,16.25,akhansson,20120423,Youth,European,Male
1057,115,113.14492753623189,0.0164378866485769,4.9139819588720925,120.0,120.0,37.893676079663976,25.0,275.0,110.0,125.0,15.0,akhansson,20120423,Youth,European,Male
1058,93,115.96774193548387,3.3821420318775663,18.791441052324778,110.0,110.0,24.629055143605004,40.0,260.0,105.0,125.0,20.0,akhansson,20120423,Youth,European,Male
1059,93,96.27240143369177,0.9177738975343157,1.497310503961514,110.0,115.0,56.5735044062519,25.0,270.0,33.333333333333336,115.0,81.66666666666666,akhansson,20120423,Youth,European,Male
1060,110,111.27272727272727,-0.22454800898557406,7.7588414877719,112.5,110.0,28.440019527837908,25.0,255.0,105.0,125.0,20.0,akhansson,20120423,Youth,European,Male
1061,131,153.77862595419847,0.8109965533089366,0.7208815673116016,140.0,130.0,43.86434502559239,40.0,275.0,130.0,170.0,40.0,akiplaner,20091214,Adult,European,Male
1062,110,149.8181818181818,0.6080263657923167,0.3709548956485591,137.5,140.0,45.165993204498015,40.0,265.0,125.0,170.0,45.0,akiplaner,20091214,Adult,European,Male
1063,155,166.29032258064515,0.4135555204803205,-0.385529622514202,150.0,145.0,46.638066653606735,40.0,265.0,135.0,205.00000000000003,70.00000000000003,akiplaner,20091214,Adult,European,Male
1064,131,146.10687022900763,0.9171946097583302,0.9621566752129618,140.0,145.0,36.40993319470254,40.0,255.0,122.5,160.0,37.5,akiplaner,20091214,Adult,European,Male
1065,126,140.9920634920635,0.5582824835175714,2.145345029506978,140.0,145.0,38.39549742777306,40.0,275.0,120.0,153.75,33.75,akiplaner,20091214,Adult,European,Male
1066,106,160.75471698113208,0.39510322610955023,0.4309521828467955,150.0,145.0,40.04002980997956,40.0,275.0,135.0,190.0,55.0,akiplaner,20091214,Adult,European,Male
1067,142,152.6056338028169,1.2057264403551935,0.9399883522311381,145.0,145.0,37.07490661693745,100.0,270.0,130.0,170.0,40.0,akiplaner,20091214,Adult,European,Male
1068,151,140.56291390728478,0.6137714717839675,3.2825833528444033,140.0,140.0,31.246419908080004,25.0,265.0,120.0,150.0,30.0,akiplaner,20091214,Adult,European,Male
1069,169,148.31360946745562,1.3975040254250082,2.274362192792333,140.0,140.0,38.60698488924015,40.0,275.0,125.0,160.0,35.0,akiplaner,20091214,Adult,European,Male
1070,142,147.2887323943662,1.0719070708902552,3.465261193784828,140.0,140.0,35.028274491989094,40.0,275.0,126.25,165.0,38.75,akiplaner,20091215,Adult,European,Male
1071,203,155.2216748768473,1.1720594322164495,0.59972791373387,140.0,135.0,39.979368116908745,95.0,275.0,130.0,177.5,47.5,akiplaner,20091215,Adult,European,Male
1072,171,147.45029239766083,0.7234358059938626,1.3377235225915722,140.0,140.0,37.47625583454799,24.0,270.0,125.0,160.0,35.0,akiplaner,20091215,Adult,European,Male
1073,173,145.83815028901734,0.7696152912369532,2.6110085190055576,140.0,140.0,34.745438275716616,40.0,270.0,125.0,160.0,35.0,akiplaner,20091215,Adult,European,Male
1074,87,174.13793103448276,0.3559148868290719,-0.5429251058455042,165.0,140.0,50.90111495601407,40.0,275.0,140.0,207.5,67.5,akiplaner,20091217,Adult,European,Male
1075,229,172.59825327510916,0.22919428921745466,-0.614635133944212,160.0,135.0,51.13041119445469,40.0,275.0,135.0,215.0,80.0,akiplaner,20091217,Adult,European,Male
1076,99,159.64646464646464,0.8022108582545167,0.7128708320873547,145.0,140.0,40.615544899721286,40.0,260.0,135.0,175.00000000000003,40.00000000000003,akiplaner,20091217,Adult,European,Male
1077,149,161.14093959731542,0.5163368494423604,0.7474010642580424,145.0,145.0,43.82362761538792,40.0,275.0,135.0,185.0,50.0,akiplaner,20091217,Adult,European,Male
1078,132,174.3560606060606,-0.1676021417125771,-0.12626844785822966,167.5,150.0,46.73995315407164,40.0,260.0,140.0,211.25,71.25,akiplaner,20091219,Adult,European,Male
1079,100,174.15,0.41900319209989206,-0.09551614912086803,165.0,150.0,46.35221138198263,40.0,275.0,140.0,206.25000000000003,66.25000000000003,akiplaner,20091219,Adult,European,Male
1080,113,156.81415929203538,0.7815391728699391,-0.014885025177370004,145.0,140.0,46.444666606098245,40.0,275.0,125.0,180.0,55.0,akiplaner,20091219,Adult,European,Male
1081,125,170.16,0.42586187927277025,-0.4647337418102526,150.0,145.0,46.367816424757386,40.0,275.0,140.0,205.00000000000003,65.00000000000003,akiplaner,20091219,Adult,European,Male
1082,137,215.65693430656935,-0.4153178312431358,-1.4448421499322086,220.0,265.0,49.04495747143886,140.0,275.0,150.0,265.0,115.0,akiplaner,20091224,Adult,European,Male
1083,159,163.9308176100629,0.16244769990208965,0.9224778305484533,155.0,145.0,36.645354497531514,40.0,265.0,140.0,185.0,45.0,akiplaner,20100102,Adult,European,Male
1107,101,154.8019801980198,1.0622165948655902,-0.17743882575220526,135.0,130.0,46.447675191900416,100.0,275.0,125.0,175.00000000000003,50.00000000000003,akiplaner,20110928,Youth,European,Male
1108,113,165.26548672566372,0.6194671384213193,-0.4614291521733689,155.0,145.0,41.34808375333533,105.0,270.0,130.0,185.0,55.0,akiplaner,20110928,Youth,European,Male
1109,122,166.10655737704917,0.7874627791430431,-0.450478099777031,155.0,125.0,46.99368764325994,100.0,275.0,126.25,190.0,63.75,akiplaner,20110928,Youth,European,Male
